Altium Designer Pick and Place Locations
C:\Documents\Altium\SM_Project\QUANTUM\–¿«–¿¡Œ“ »\Hardware\PTP_SFP\ECAD_V2\ECAD\Output\SFP_RFoF_P&P 2025-07-22 15-54\SFP_RFoF_rev.1_P&P 2025-07-22 15-54.csv

========================================================================================================================
File Design Information:

Date:       22.07.25
Time:       15:55
Revision:   09903b070002e888bd03bf090a5081394ee72aed
Variant:    release
Units used: mm

"Designator","Footprint","Center-X(mm)","Center-Y(mm)","Rotation","Layer","Comment","Description"
"C100","CAPC1608X87X35NL15T15","44.2802","76.3740","90","BottomLayer","4.7uF_10V_0603",""
"C101","FP-0402-L_1_0_1-W_0_5_0_1-IPC_C","45.5517","76.8726","270","BottomLayer","0.1uF_25V_0402","General Purpose Ceramic Capacitor, 0402, 100nF, 10%, X7R, 15%, 25V"
"C102","FP-C0603C106M9PACTU-MFG","36.9061","80.7740","90","BottomLayer","10uF_6.3V_0603","CAP CER 10UF 6.3V X5R 0603"
"C103","CAPC1608X87X35NL15T15","38.3518","80.9139","270","BottomLayer","4.7uF_10V_0603",""
"C104","FP-0402-L_1_0_1-W_0_5_0_1-IPC_C","39.7632","80.9889","90","BottomLayer","0.1uF_25V_0402","General Purpose Ceramic Capacitor, 0402, 100nF, 10%, X7R, 15%, 25V"
"C105","FP-C0603C106M9PACTU-MFG","42.9185","79.5239","90","BottomLayer","10uF_6.3V_0603","CAP CER 10UF 6.3V X5R 0603"
"C106","CAPC1608X87X35NL15T15","44.3433","79.3706","270","BottomLayer","4.7uF_10V_0603",""
"C107","FP-0402-L_1_0_1-W_0_5_0_1-IPC_C","45.4615","78.9738","90","BottomLayer","0.1uF_25V_0402","General Purpose Ceramic Capacitor, 0402, 100nF, 10%, X7R, 15%, 25V"
"C108","FP-0402-L_1_0_1-W_0_5_0_1-IPC_C","81.2978","84.7579","90","TopLayer","0.1uF_25V_0402","General Purpose Ceramic Capacitor, 0402, 100nF, 10%, X7R, 15%, 25V"
"C109","FP-0402-L_1_0_0_05-W_0_5-IPC_B","83.9001","81.9787","180","TopLayer","100nF","None"
"C110","FP-0402-L_1_0_1-W_0_5_0_1-IPC_C","59.9562","79.4337","180","TopLayer","0.1uF_25V_0402","General Purpose Ceramic Capacitor, 0402, 100nF, 10%, X7R, 15%, 25V"
"C111","FP-0402-L_1_0_1-W_0_5_0_1-IPC_C","74.0156","82.7379","180","BottomLayer","0.1uF_25V_0402","General Purpose Ceramic Capacitor, 0402, 100nF, 10%, X7R, 15%, 25V"
"C112","CAPC1005X55X25ML05T10","76.7328","83.8942","180","TopLayer","100pF_0402",""
"C113","CAPC1005X55X25ML05T10","69.4767","83.8888","180","TopLayer","100pF_0402",""
"C114","FP-0402-L_1_0_1-W_0_5_0_1-IPC_C","66.6680","82.7279","180","BottomLayer","0.1uF_25V_0402","General Purpose Ceramic Capacitor, 0402, 100nF, 10%, X7R, 15%, 25V"
"C115","CAPC1005X55X25ML05T10","62.0645","83.7649","180","TopLayer","100pF_0402",""
"C116","FP-0402-L_1_0_1-W_0_5_0_1-IPC_C","80.6571","77.6279","90","BottomLayer","0.1uF_25V_0402","General Purpose Ceramic Capacitor, 0402, 100nF, 10%, X7R, 15%, 25V"
"C117","FP-0402-L_1_0_1-W_0_5_0_1-IPC_C","93.4854","76.4763","90","BottomLayer","0.1uF_25V_0402","General Purpose Ceramic Capacitor, 0402, 100nF, 10%, X7R, 15%, 25V"
"C118","CAPC1005X55X25ML05T10","56.7441","76.1360","0","TopLayer","100pF_0402",""
"C119","CAPC1005X55X25ML05T10","61.3762","75.7649","270","TopLayer","100pF_0402",""
"C157","FP-1206-L_3_2_0_2-W_1_6_0-IPC_C","97.2432","49.8466","270","TopLayer","22uF_6.3V_1206","General Purpose Ceramic Capacitor, 1206, 22uF, 20%, X5R, 15%, 6.3V"
"C158","FP-1206-L_3_2_0_2-W_1_6_0-IPC_C","95.0038","49.8466","270","TopLayer","22uF_6.3V_1206","General Purpose Ceramic Capacitor, 1206, 22uF, 20%, X5R, 15%, 6.3V"
"C159","FP-1206-L_3_2_0_2-W_1_6_0-IPC_C","95.1133","55.1979","90","TopLayer","22uF_6.3V_1206","General Purpose Ceramic Capacitor, 1206, 22uF, 20%, X5R, 15%, 6.3V"
"C160","FP-1206-L_3_2_0_2-W_1_6_0-IPC_C","92.7212","49.8762","270","TopLayer","22uF_6.3V_1206","General Purpose Ceramic Capacitor, 1206, 22uF, 20%, X5R, 15%, 6.3V"
"C161","FP-0402-L_1_0_1-W_0_5_0_1-IPC_C","100.4133","40.5909","180","TopLayer","0.1uF_25V_0402","General Purpose Ceramic Capacitor, 0402, 100nF, 10%, X7R, 15%, 25V"
"C162","FP-0402-L_1_0_0_05-W_0_5-IPC_A","99.3227","45.4440","90","BottomLayer","1uF_16V_0402","None"
"C169","FP-0402-L_1_0_1-W_0_5_0_1-IPC_C","83.3346","19.7338","270","BottomLayer","0.1uF_25V_0402","General Purpose Ceramic Capacitor, 0402, 100nF, 10%, X7R, 15%, 25V"
"C177","FP-C3216-160-0_2-MFG","97.3175","55.4383","90","TopLayer","47uF_16V_1206","Multilayer Ceramic Capacitors 47uF ±20% 16V X5R SMD 1206"
"C179","FP-0402-L_1_0_1-W_0_5_0_1-IPC_C","103.8000","17.6600","270","BottomLayer","0.1uF_25V_0402","General Purpose Ceramic Capacitor, 0402, 100nF, 10%, X7R, 15%, 25V"
